scientific_name,common_name,resource_category,title,url,institution,access_license_notes,relevance_to_umwelt
Psephurus gladius,Chinese Paddlefish,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Psephurus%20gladius,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Psephurus gladius,Chinese Paddlefish,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Psephurus%20gladius,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Psephurus gladius,Chinese Paddlefish,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Psephurus%20gladius,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Psephurus gladius,Chinese Paddlefish,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Psephurus_gladius,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Psephurus gladius,Chinese Paddlefish,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Psephurus%20gladius,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Psephurus gladius,Chinese Paddlefish,taxonomy_occurrence,FishBase — species summary,https://www.fishbase.se/search.php?action=species&SpeciesName=Psephurus+gladius,FishBase,Check data version; useful for morphology & historic range notes.,Curated lead; verify before production embed.
Sympterichthys unipennis,Smooth Handfish,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Sympterichthys%20unipennis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Sympterichthys unipennis,Smooth Handfish,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Sympterichthys%20unipennis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Sympterichthys unipennis,Smooth Handfish,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Sympterichthys%20unipennis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Sympterichthys unipennis,Smooth Handfish,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Sympterichthys_unipennis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Sympterichthys unipennis,Smooth Handfish,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Sympterichthys%20unipennis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Glaucopsyche xerces,Xerces Blue Butterfly,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Glaucopsyche%20xerces,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Glaucopsyche xerces,Xerces Blue Butterfly,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Glaucopsyche%20xerces,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Glaucopsyche xerces,Xerces Blue Butterfly,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Glaucopsyche%20xerces,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Glaucopsyche xerces,Xerces Blue Butterfly,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Glaucopsyche_xerces,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Glaucopsyche xerces,Xerces Blue Butterfly,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Glaucopsyche%20xerces,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Equus quagga quagga,Quagga,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Equus%20quagga%20quagga,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Equus quagga quagga,Quagga,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Equus%20quagga%20quagga,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Equus quagga quagga,Quagga,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Equus%20quagga%20quagga,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Equus quagga quagga,Quagga,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Equus_quagga,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Equus quagga quagga,Quagga,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Equus%20quagga%20quagga,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Equus quagga quagga,Quagga,specimen,NHM London — Scanning the Quagga,https://www.nhm.ac.uk/discover/scanning-the-quagga.html,"Natural History Museum, London",Museum interpretation; 3D data may have separate usage terms.,Curated lead; verify before production embed.
Capra pyrenaica pyrenaica,Pyrenean Ibex,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Capra%20pyrenaica%20pyrenaica,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Capra pyrenaica pyrenaica,Pyrenean Ibex,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Capra%20pyrenaica%20pyrenaica,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Capra pyrenaica pyrenaica,Pyrenean Ibex,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Capra%20pyrenaica%20pyrenaica,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Capra pyrenaica pyrenaica,Pyrenean Ibex,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Capra_pyrenaica,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Capra pyrenaica pyrenaica,Pyrenean Ibex,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Capra%20pyrenaica%20pyrenaica,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
